U, C_V, P, R
0.731724, 0.923861, 0.837736, 0.731724
0.731622, 0.923814, 0.837652, 0.731622
0.731520, 0.923768, 0.837568, 0.731520
0.731419, 0.923721, 0.837484, 0.731419
0.731320, 0.923674, 0.837400, 0.731320
0.731222, 0.923628, 0.837316, 0.731222
0.731124, 0.923581, 0.837232, 0.731124
0.731025, 0.923534, 0.837148, 0.731025
0.730927, 0.923488, 0.837064, 0.730927
0.730829, 0.923441, 0.836980, 0.730829
0.730731, 0.923394, 0.836895, 0.730731
0.730634, 0.923348, 0.836811, 0.730634
0.730536, 0.923301, 0.836726, 0.730536
0.730436, 0.923254, 0.836641, 0.730436
0.730335, 0.923208, 0.836557, 0.730335
0.730236, 0.923161, 0.836472, 0.730236
0.730138, 0.923114, 0.836387, 0.730138
0.730039, 0.923067, 0.836302, 0.730039
0.729941, 0.923021, 0.836217, 0.729941
0.729844, 0.922974, 0.836131, 0.729844
0.729749, 0.922927, 0.836046, 0.729749
0.729654, 0.922880, 0.835961, 0.729654
0.729559, 0.922833, 0.835877, 0.729559
0.729466, 0.922786, 0.835793, 0.729466
0.729372, 0.922739, 0.835708, 0.729372
0.729280, 0.922693, 0.835624, 0.729280
0.729188, 0.922646, 0.835540, 0.729188
0.729095, 0.922599, 0.835455, 0.729095
0.729002, 0.922552, 0.835370, 0.729002
0.728910, 0.922505, 0.835286, 0.728910
0.728816, 0.922458, 0.835201, 0.728816
0.728721, 0.922411, 0.835115, 0.728721
0.728626, 0.922364, 0.835029, 0.728626
0.728529, 0.922317, 0.834943, 0.728529
0.728432, 0.922270, 0.834857, 0.728432
0.728334, 0.922223, 0.834770, 0.728334
0.728237, 0.922176, 0.834684, 0.728237
0.728140, 0.922129, 0.834598, 0.728140
0.728042, 0.922082, 0.834512, 0.728042
0.727944, 0.922035, 0.834426, 0.727944
0.727845, 0.921988, 0.834340, 0.727845
0.727746, 0.921940, 0.834254, 0.727746
0.727647, 0.921893, 0.834169, 0.727647
0.727547, 0.921846, 0.834084, 0.727547
0.727448, 0.921799, 0.833999, 0.727448
0.727348, 0.921752, 0.833914, 0.727348
0.727249, 0.921705, 0.833829, 0.727249
0.727151, 0.921658, 0.833744, 0.727151
0.727053, 0.921610, 0.833660, 0.727053
0.726956, 0.921563, 0.833576, 0.726956
0.726860, 0.921516, 0.833492, 0.726860
0.726765, 0.921469, 0.833407, 0.726765
0.726669, 0.921421, 0.833323, 0.726669
0.726571, 0.921374, 0.833238, 0.726571
0.726475, 0.921327, 0.833153, 0.726475
0.726379, 0.921280, 0.833068, 0.726379
0.726282, 0.921232, 0.832983, 0.726282
0.726186, 0.921185, 0.832898, 0.726186
0.726092, 0.921138, 0.832814, 0.726092
0.725997, 0.921090, 0.832731, 0.725997
0.725902, 0.921043, 0.832646, 0.725902
0.725808, 0.920995, 0.832562, 0.725808
0.725715, 0.920948, 0.832477, 0.725715
0.725622, 0.920901, 0.832393, 0.725622
0.725527, 0.920853, 0.832309, 0.725527
0.725433, 0.920806, 0.832226, 0.725433
0.725338, 0.920758, 0.832142, 0.725338
0.725243, 0.920711, 0.832059, 0.725243
0.725149, 0.920663, 0.831975, 0.725149
0.725056, 0.920616, 0.831892, 0.725056
0.724963, 0.920568, 0.831810, 0.724963
0.724870, 0.920521, 0.831728, 0.724870
0.724775, 0.920473, 0.831646, 0.724775
0.724680, 0.920426, 0.831564, 0.724680
0.724585, 0.920378, 0.831482, 0.724585
0.724490, 0.920331, 0.831400, 0.724490
0.724396, 0.920283, 0.831318, 0.724396
0.724300, 0.920236, 0.831237, 0.724300
0.724204, 0.920188, 0.831155, 0.724204
0.724109, 0.920141, 0.831073, 0.724109
0.724014, 0.920093, 0.830991, 0.724014
0.723919, 0.920045, 0.830908, 0.723919
0.723824, 0.919998, 0.830826, 0.723824
0.723729, 0.919950, 0.830744, 0.723729
0.723634, 0.919902, 0.830661, 0.723634
0.723538, 0.919855, 0.830579, 0.723538
0.723441, 0.919807, 0.830496, 0.723441
0.723343, 0.919759, 0.830413, 0.723343
0.723244, 0.919712, 0.830331, 0.723244
0.723145, 0.919664, 0.830247, 0.723145
0.723047, 0.919616, 0.830164, 0.723047
0.722947, 0.919568, 0.830081, 0.722947
0.722848, 0.919521, 0.829998, 0.722848
0.722747, 0.919473, 0.829916, 0.722747
0.722646, 0.919425, 0.829833, 0.722646
0.722543, 0.919377, 0.829749, 0.722543
0.722441, 0.919329, 0.829666, 0.722441
0.722336, 0.919282, 0.829581, 0.722336
0.722232, 0.919234, 0.829497, 0.722232
0.722129, 0.919186, 0.829413, 0.722129
0.722025, 0.919138, 0.829329, 0.722025
0.721921, 0.919090, 0.829246, 0.721921
0.721818, 0.919042, 0.829162, 0.721818
0.721714, 0.918994, 0.829079, 0.721714
0.721610, 0.918946, 0.828995, 0.721610
0.721506, 0.918899, 0.828911, 0.721506
0.721401, 0.918851, 0.828826, 0.721401
0.721295, 0.918803, 0.828741, 0.721295
0.721191, 0.918755, 0.828656, 0.721191
0.721086, 0.918707, 0.828572, 0.721086
0.720982, 0.918659, 0.828489, 0.720982
0.720879, 0.918611, 0.828405, 0.720879
0.720775, 0.918563, 0.828322, 0.720775
0.720670, 0.918515, 0.828238, 0.720670
0.720568, 0.918467, 0.828154, 0.720568
0.720466, 0.918419, 0.828071, 0.720466
0.720364, 0.918371, 0.827988, 0.720364
0.720263, 0.918322, 0.827905, 0.720263
0.720163, 0.918274, 0.827822, 0.720163
0.720065, 0.918226, 0.827739, 0.720065
0.719967, 0.918178, 0.827657, 0.719967
0.719869, 0.918130, 0.827574, 0.719869
0.719770, 0.918082, 0.827492, 0.719770
0.719672, 0.918034, 0.827411, 0.719672
0.719575, 0.917986, 0.827329, 0.719575
0.719478, 0.917937, 0.827247, 0.719478
0.719380, 0.917889, 0.827164, 0.719380
0.719281, 0.917841, 0.827082, 0.719281
0.719182, 0.917793, 0.826999, 0.719182
0.719083, 0.917745, 0.826916, 0.719083
0.718984, 0.917696, 0.826833, 0.718984
0.718886, 0.917648, 0.826750, 0.718886
0.718787, 0.917600, 0.826667, 0.718787
0.718689, 0.917552, 0.826583, 0.718689
0.718591, 0.917504, 0.826500, 0.718591
0.718492, 0.917455, 0.826416, 0.718492
0.718394, 0.917407, 0.826333, 0.718394
0.718295, 0.917359, 0.826250, 0.718295
0.718196, 0.917310, 0.826167, 0.718196
0.718096, 0.917262, 0.826085, 0.718096
0.717997, 0.917214, 0.826002, 0.717997
0.717898, 0.917165, 0.825920, 0.717898
0.717799, 0.917117, 0.825838, 0.717799
0.717699, 0.917069, 0.825756, 0.717699
0.717600, 0.917020, 0.825674, 0.717600
0.717502, 0.916972, 0.825593, 0.717502
0.717406, 0.916923, 0.825511, 0.717406
0.717310, 0.916875, 0.825430, 0.717310
0.717214, 0.916827, 0.825349, 0.717214
0.717118, 0.916778, 0.825268, 0.717118
0.717023, 0.916730, 0.825187, 0.717023
0.716927, 0.916681, 0.825105, 0.716927
0.716830, 0.916633, 0.825024, 0.716830
0.716735, 0.916584, 0.824943, 0.716735
0.716639, 0.916536, 0.824862, 0.716639
0.716542, 0.916487, 0.824780, 0.716542
0.716446, 0.916439, 0.824699, 0.716446
0.716350, 0.916390, 0.824617, 0.716350
0.716255, 0.916342, 0.824535, 0.716255
0.716161, 0.916293, 0.824454, 0.716161
0.716066, 0.916244, 0.824372, 0.716066
0.715972, 0.916196, 0.824290, 0.715972
0.715877, 0.916147, 0.824209, 0.715877
0.715782, 0.916099, 0.824127, 0.715782
0.715689, 0.916050, 0.824045, 0.715689
0.715597, 0.916001, 0.823963, 0.715597
0.715505, 0.915953, 0.823881, 0.715505
0.715416, 0.915904, 0.823799, 0.715416
0.715325, 0.915855, 0.823717, 0.715325
0.715235, 0.915806, 0.823636, 0.715235
0.715143, 0.915758, 0.823556, 0.715143
0.715050, 0.915709, 0.823475, 0.715050
0.714956, 0.915660, 0.823394, 0.714956
0.714864, 0.915612, 0.823312, 0.714864
0.714771, 0.915563, 0.823230, 0.714771
0.714679, 0.915514, 0.823149, 0.714679
0.714584, 0.915465, 0.823067, 0.714584
0.714490, 0.915416, 0.822986, 0.714490
0.714397, 0.915368, 0.822903, 0.714397
0.714304, 0.915319, 0.822821, 0.714304
0.714211, 0.915270, 0.822740, 0.714211
0.714116, 0.915221, 0.822657, 0.714116
0.714024, 0.915172, 0.822576, 0.714024
0.713931, 0.915123, 0.822494, 0.713931
0.713838, 0.915075, 0.822412, 0.713838
0.713747, 0.915026, 0.822330, 0.713747
0.713654, 0.914977, 0.822248, 0.713654
0.713562, 0.914928, 0.822167, 0.713562
0.713471, 0.914879, 0.822085, 0.713471
0.713380, 0.914830, 0.822004, 0.713380
0.713288, 0.914781, 0.821922, 0.713288
0.713196, 0.914732, 0.821840, 0.713196
0.713104, 0.914683, 0.821759, 0.713104
0.713013, 0.914634, 0.821677, 0.713013
0.712923, 0.914585, 0.821595, 0.712923
0.712833, 0.914536, 0.821513, 0.712833
0.712741, 0.914487, 0.821431, 0.712741
0.712650, 0.914438, 0.821349, 0.712650
0.712559, 0.914389, 0.821266, 0.712559
0.712467, 0.914340, 0.821183, 0.712467
0.712376, 0.914291, 0.821101, 0.712376
0.712283, 0.914242, 0.821019, 0.712283
0.712190, 0.914193, 0.820936, 0.712190
0.712096, 0.914144, 0.820854, 0.712096
0.712003, 0.914095, 0.820772, 0.712003
0.711909, 0.914046, 0.820690, 0.711909
0.711817, 0.913996, 0.820609, 0.711817
0.711724, 0.913947, 0.820526, 0.711724
0.711632, 0.913898, 0.820444, 0.711632
0.711542, 0.913849, 0.820362, 0.711542
0.711449, 0.913800, 0.820280, 0.711449
0.711357, 0.913751, 0.820197, 0.711357
0.711264, 0.913702, 0.820115, 0.711264
0.711171, 0.913652, 0.820033, 0.711171
0.711078, 0.913603, 0.819951, 0.711078
0.710983, 0.913554, 0.819869, 0.710983
0.710890, 0.913505, 0.819786, 0.710890
0.710795, 0.913455, 0.819702, 0.710795
0.710701, 0.913406, 0.819619, 0.710701
0.710606, 0.913357, 0.819535, 0.710606
0.710511, 0.913308, 0.819451, 0.710511
0.710417, 0.913258, 0.819366, 0.710417
0.710322, 0.913209, 0.819281, 0.710322
0.710228, 0.913160, 0.819197, 0.710228
0.710133, 0.913110, 0.819113, 0.710133
0.710040, 0.913061, 0.819028, 0.710040
0.709948, 0.913012, 0.818944, 0.709948
0.709855, 0.912962, 0.818860, 0.709855
0.709760, 0.912913, 0.818775, 0.709760
0.709666, 0.912864, 0.818691, 0.709666
0.709572, 0.912814, 0.818606, 0.709572
0.709479, 0.912765, 0.818521, 0.709479
0.709387, 0.912715, 0.818436, 0.709387
0.709296, 0.912666, 0.818352, 0.709296
0.709206, 0.912616, 0.818267, 0.709206
0.709115, 0.912567, 0.818183, 0.709115
0.709024, 0.912518, 0.818098, 0.709024
0.708933, 0.912468, 0.818013, 0.708933
0.708840, 0.912419, 0.817928, 0.708840
0.708748, 0.912369, 0.817843, 0.708748
0.708655, 0.912320, 0.817758, 0.708655
0.708562, 0.912270, 0.817673, 0.708562
0.708467, 0.912221, 0.817587, 0.708467
0.708373, 0.912171, 0.817501, 0.708373
0.708279, 0.912121, 0.817415, 0.708279
0.708184, 0.912072, 0.817329, 0.708184
0.708089, 0.912022, 0.817243, 0.708089
0.707993, 0.911973, 0.817157, 0.707993
0.707897, 0.911923, 0.817072, 0.707897
0.707801, 0.911874, 0.816986, 0.707801
0.707704, 0.911824, 0.816900, 0.707704
0.707606, 0.911774, 0.816814, 0.707606
0.707509, 0.911725, 0.816728, 0.707509
0.707411, 0.911675, 0.816642, 0.707411
0.707313, 0.911625, 0.816555, 0.707313
0.707214, 0.911576, 0.816468, 0.707214
0.707113, 0.911526, 0.816381, 0.707113
0.707012, 0.911477, 0.816295, 0.707012
0.706910, 0.911427, 0.816208, 0.706910
0.706810, 0.911377, 0.816121, 0.706810
0.706710, 0.911327, 0.816035, 0.706710
0.706609, 0.911278, 0.815949, 0.706609
0.706507, 0.911228, 0.815862, 0.706507
0.706405, 0.911178, 0.815776, 0.706405
0.706304, 0.911129, 0.815691, 0.706304
0.706204, 0.911079, 0.815606, 0.706204
0.706105, 0.911029, 0.815521, 0.706105
0.706006, 0.910979, 0.815435, 0.706006
0.705905, 0.910930, 0.815350, 0.705905
0.705804, 0.910880, 0.815264, 0.705804
0.705704, 0.910830, 0.815178, 0.705704
0.705604, 0.910780, 0.815094, 0.705604
0.705502, 0.910731, 0.815009, 0.705502
0.705401, 0.910681, 0.814925, 0.705401
0.705299, 0.910631, 0.814840, 0.705299
0.705199, 0.910581, 0.814757, 0.705199
0.705098, 0.910531, 0.814673, 0.705098
0.704996, 0.910482, 0.814589, 0.704996
0.704893, 0.910432, 0.814505, 0.704893
0.704793, 0.910382, 0.814421, 0.704793
0.704693, 0.910332, 0.814338, 0.704693
0.704592, 0.910282, 0.814255, 0.704592
0.704490, 0.910232, 0.814171, 0.704490
0.704386, 0.910182, 0.814087, 0.704386
0.704282, 0.910133, 0.814004, 0.704282
0.704178, 0.910083, 0.813921, 0.704178
0.704073, 0.910033, 0.813839, 0.704073
0.703968, 0.909983, 0.813756, 0.703968
0.703863, 0.909933, 0.813673, 0.703863
0.703757, 0.909883, 0.813591, 0.703757
0.703653, 0.909833, 0.813509, 0.703653
0.703548, 0.909783, 0.813428, 0.703548
0.703441, 0.909733, 0.813346, 0.703441
0.703334, 0.909683, 0.813263, 0.703334
0.703227, 0.909633, 0.813181, 0.703227
0.703118, 0.909583, 0.813098, 0.703118
0.703010, 0.909533, 0.813015, 0.703010
0.702901, 0.909483, 0.812932, 0.702901
0.702795, 0.909433, 0.812849, 0.702795
0.702686, 0.909383, 0.812764, 0.702686
0.702578, 0.909333, 0.812680, 0.702578
0.702471, 0.909283, 0.812596, 0.702471
0.702363, 0.909233, 0.812512, 0.702363
0.702254, 0.909183, 0.812428, 0.702254
0.702145, 0.909133, 0.812344, 0.702145
0.702036, 0.909083, 0.812260, 0.702036
0.701927, 0.909033, 0.812177, 0.701927
0.701817, 0.908983, 0.812093, 0.701817
0.701706, 0.908933, 0.812011, 0.701706
0.701595, 0.908882, 0.811928, 0.701595
0.701486, 0.908832, 0.811846, 0.701486
0.701378, 0.908782, 0.811764, 0.701378
0.701269, 0.908732, 0.811682, 0.701269
0.701160, 0.908682, 0.811601, 0.701160
0.701052, 0.908632, 0.811520, 0.701052
0.700942, 0.908582, 0.811438, 0.700942
0.700833, 0.908531, 0.811356, 0.700833
0.700723, 0.908481, 0.811273, 0.700723
0.700613, 0.908431, 0.811190, 0.700613
0.700502, 0.908381, 0.811106, 0.700502
0.700392, 0.908330, 0.811022, 0.700392
0.700284, 0.908280, 0.810939, 0.700284
0.700177, 0.908230, 0.810857, 0.700177
0.700071, 0.908180, 0.810774, 0.700071
0.699965, 0.908129, 0.810692, 0.699965
0.699859, 0.908079, 0.810610, 0.699859
0.699751, 0.908029, 0.810527, 0.699751
0.699641, 0.907978, 0.810445, 0.699641
0.699530, 0.907928, 0.810363, 0.699530
0.699419, 0.907878, 0.810282, 0.699419
0.699310, 0.907828, 0.810201, 0.699310
0.699199, 0.907777, 0.810120, 0.699199
0.699090, 0.907727, 0.810039, 0.699090
0.698980, 0.907676, 0.809958, 0.698980
0.698871, 0.907626, 0.809877, 0.698871
0.698763, 0.907576, 0.809796, 0.698763
0.698658, 0.907525, 0.809715, 0.698658
0.698555, 0.907475, 0.809635, 0.698555
0.698452, 0.907424, 0.809555, 0.698452
0.698349, 0.907374, 0.809475, 0.698349
0.698245, 0.907324, 0.809394, 0.698245
0.698143, 0.907273, 0.809313, 0.698143
0.698040, 0.907223, 0.809232, 0.698040
0.697936, 0.907172, 0.809152, 0.697936
0.697832, 0.907122, 0.809071, 0.697832
0.697727, 0.907071, 0.808991, 0.697727
0.697621, 0.907021, 0.808909, 0.697621
0.697515, 0.906970, 0.808828, 0.697515
0.697409, 0.906920, 0.808746, 0.697409
0.697305, 0.906869, 0.808665, 0.697305
0.697201, 0.906819, 0.808584, 0.697201
0.697096, 0.906768, 0.808502, 0.697096
0.696990, 0.906717, 0.808421, 0.696990
0.696884, 0.906667, 0.808339, 0.696884
0.696777, 0.906616, 0.808258, 0.696777
0.696672, 0.906566, 0.808176, 0.696672
0.696568, 0.906515, 0.808096, 0.696568
0.696466, 0.906464, 0.808016, 0.696466
0.696365, 0.906414, 0.807936, 0.696365
0.696262, 0.906363, 0.807855, 0.696262
0.696161, 0.906313, 0.807774, 0.696161
0.696057, 0.906262, 0.807693, 0.696057
0.695954, 0.906211, 0.807612, 0.695954
0.695850, 0.906161, 0.807531, 0.695850
0.695748, 0.906110, 0.807449, 0.695748
0.695646, 0.906059, 0.807368, 0.695646
0.695545, 0.906009, 0.807286, 0.695545
0.695444, 0.905958, 0.807205, 0.695444
0.695344, 0.905907, 0.807124, 0.695344
0.695245, 0.905856, 0.807044, 0.695245
0.695145, 0.905806, 0.806963, 0.695145
0.695046, 0.905755, 0.806882, 0.695046
0.694945, 0.905704, 0.806800, 0.694945
0.694845, 0.905653, 0.806719, 0.694845
0.694744, 0.905603, 0.806638, 0.694744
0.694645, 0.905552, 0.806558, 0.694645
0.694545, 0.905501, 0.806477, 0.694545
0.694445, 0.905450, 0.806397, 0.694445
0.694344, 0.905399, 0.806316, 0.694344
0.694244, 0.905349, 0.806237, 0.694244
0.694144, 0.905298, 0.806157, 0.694144
0.694045, 0.905247, 0.806078, 0.694045
0.693945, 0.905196, 0.805999, 0.693945
0.693846, 0.905145, 0.805919, 0.693846
0.693746, 0.905094, 0.805838, 0.693746
0.693646, 0.905044, 0.805758, 0.693646
0.693545, 0.904993, 0.805677, 0.693545
0.693443, 0.904942, 0.805596, 0.693443
0.693340, 0.904891, 0.805515, 0.693340
0.693237, 0.904840, 0.805433, 0.693237
0.693134, 0.904789, 0.805352, 0.693134
0.693032, 0.904738, 0.805270, 0.693032
0.692930, 0.904687, 0.805189, 0.692930
0.692828, 0.904636, 0.805108, 0.692828
0.692725, 0.904585, 0.805027, 0.692725
0.692623, 0.904535, 0.804945, 0.692623
0.692524, 0.904484, 0.804864, 0.692524
0.692425, 0.904433, 0.804783, 0.692425
0.692326, 0.904382, 0.804701, 0.692326
0.692226, 0.904331, 0.804618, 0.692226
0.692127, 0.904280, 0.804535, 0.692127
0.692028, 0.904229, 0.804452, 0.692028
0.691928, 0.904178, 0.804369, 0.691928
0.691827, 0.904127, 0.804286, 0.691827
0.691727, 0.904076, 0.804202, 0.691727
0.691625, 0.904025, 0.804119, 0.691625
0.691524, 0.903974, 0.804035, 0.691524
0.691422, 0.903923, 0.803951, 0.691422
0.691320, 0.903872, 0.803867, 0.691320
0.691218, 0.903821, 0.803782, 0.691218
0.691114, 0.903770, 0.803697, 0.691114
0.691008, 0.903719, 0.803611, 0.691008
0.690903, 0.903667, 0.803526, 0.690903
0.690798, 0.903616, 0.803441, 0.690798
0.690694, 0.903565, 0.803356, 0.690694
0.690590, 0.903514, 0.803271, 0.690590
0.690485, 0.903463, 0.803186, 0.690485
0.690380, 0.903412, 0.803102, 0.690380
0.690276, 0.903361, 0.803017, 0.690276
0.690172, 0.903310, 0.802934, 0.690172
0.690067, 0.903259, 0.802850, 0.690067
0.689963, 0.903207, 0.802766, 0.689963
0.689859, 0.903156, 0.802682, 0.689859
0.689756, 0.903105, 0.802598, 0.689756
0.689653, 0.903054, 0.802514, 0.689653
0.689550, 0.903003, 0.802430, 0.689550
0.689447, 0.902952, 0.802345, 0.689447
0.689344, 0.902900, 0.802261, 0.689344
0.689241, 0.902849, 0.802176, 0.689241
0.689139, 0.902798, 0.802092, 0.689139
0.689038, 0.902747, 0.802007, 0.689038
0.688936, 0.902695, 0.801922, 0.688936
0.688836, 0.902644, 0.801838, 0.688836
0.688736, 0.902593, 0.801752, 0.688736
0.688636, 0.902542, 0.801666, 0.688636
0.688538, 0.902490, 0.801581, 0.688538
0.688438, 0.902439, 0.801496, 0.688438
0.688341, 0.902388, 0.801411, 0.688341
0.688244, 0.902337, 0.801326, 0.688244
0.688146, 0.902285, 0.801241, 0.688146
0.688048, 0.902234, 0.801157, 0.688048
0.687950, 0.902183, 0.801072, 0.687950
0.687852, 0.902131, 0.800988, 0.687852
0.687754, 0.902080, 0.800905, 0.687754
0.687657, 0.902029, 0.800821, 0.687657
0.687559, 0.901977, 0.800737, 0.687559
0.687462, 0.901926, 0.800654, 0.687462
0.687365, 0.901875, 0.800569, 0.687365
0.687268, 0.901823, 0.800484, 0.687268
0.687169, 0.901772, 0.800399, 0.687169
0.687073, 0.901720, 0.800314, 0.687073
0.686976, 0.901669, 0.800229, 0.686976
0.686880, 0.901618, 0.800144, 0.686880
0.686786, 0.901566, 0.800060, 0.686786
0.686689, 0.901515, 0.799975, 0.686689
0.686594, 0.901463, 0.799890, 0.686594
0.686500, 0.901412, 0.799805, 0.686500
0.686405, 0.901360, 0.799720, 0.686405
0.686313, 0.901309, 0.799635, 0.686313
0.686222, 0.901257, 0.799551, 0.686222
0.686133, 0.901206, 0.799467, 0.686133
0.686042, 0.901154, 0.799382, 0.686042
0.685952, 0.901103, 0.799298, 0.685952
0.685862, 0.901051, 0.799214, 0.685862
0.685772, 0.901000, 0.799130, 0.685772
0.685681, 0.900948, 0.799047, 0.685681
0.685589, 0.900897, 0.798963, 0.685589
0.685498, 0.900845, 0.798879, 0.685498
0.685406, 0.900794, 0.798796, 0.685406
0.685315, 0.900742, 0.798712, 0.685315
0.685223, 0.900691, 0.798628, 0.685223
0.685130, 0.900639, 0.798544, 0.685130
0.685036, 0.900588, 0.798459, 0.685036
0.684943, 0.900536, 0.798375, 0.684943
0.684849, 0.900484, 0.798291, 0.684849
0.684753, 0.900433, 0.798207, 0.684753
0.684658, 0.900381, 0.798123, 0.684658
0.684561, 0.900330, 0.798038, 0.684561
0.684463, 0.900278, 0.797953, 0.684463
0.684367, 0.900226, 0.797868, 0.684367
0.684270, 0.900175, 0.797783, 0.684270
0.684173, 0.900123, 0.797697, 0.684173
0.684073, 0.900072, 0.797610, 0.684073
0.683975, 0.900020, 0.797524, 0.683975
0.683876, 0.899968, 0.797438, 0.683876
0.683777, 0.899917, 0.797352, 0.683777
0.683678, 0.899865, 0.797266, 0.683678
0.683578, 0.899813, 0.797180, 0.683578
0.683478, 0.899762, 0.797093, 0.683478
0.683377, 0.899710, 0.797006, 0.683377
0.683277, 0.899658, 0.796919, 0.683277
0.683176, 0.899606, 0.796832, 0.683176
0.683076, 0.899555, 0.796746, 0.683076
0.682976, 0.899503, 0.796659, 0.682976
0.682875, 0.899451, 0.796573, 0.682875
0.682774, 0.899400, 0.796486, 0.682774
0.682670, 0.899348, 0.796400, 0.682670
0.682565, 0.899296, 0.796313, 0.682565
0.682459, 0.899244, 0.796225, 0.682459
0.682355, 0.899193, 0.796138, 0.682355
0.682253, 0.899141, 0.796051, 0.682253
0.682152, 0.899089, 0.795964, 0.682152
0.682051, 0.899037, 0.795877, 0.682051
0.681951, 0.898986, 0.795790, 0.681951
0.681851, 0.898934, 0.795703, 0.681851
0.681751, 0.898882, 0.795615, 0.681751
0.681651, 0.898830, 0.795527, 0.681651
0.681551, 0.898778, 0.795440, 0.681551
0.681450, 0.898726, 0.795352, 0.681450
0.681348, 0.898675, 0.795265, 0.681348
0.681246, 0.898623, 0.795177, 0.681246
0.681145, 0.898571, 0.795089, 0.681145
0.681045, 0.898519, 0.795000, 0.681045
0.680946, 0.898467, 0.794912, 0.680946
0.680845, 0.898415, 0.794824, 0.680845
0.680745, 0.898364, 0.794737, 0.680745
0.680644, 0.898312, 0.794649, 0.680644
0.680544, 0.898260, 0.794561, 0.680544
0.680444, 0.898208, 0.794473, 0.680444
0.680342, 0.898156, 0.794385, 0.680342
0.680240, 0.898104, 0.794297, 0.680240
0.680138, 0.898052, 0.794208, 0.680138
0.680034, 0.898000, 0.794120, 0.680034
0.679930, 0.897948, 0.794031, 0.679930
0.679826, 0.897896, 0.793943, 0.679826
0.679722, 0.897844, 0.793855, 0.679722
0.679616, 0.897792, 0.793766, 0.679616
0.679512, 0.897740, 0.793677, 0.679512
0.679407, 0.897688, 0.793588, 0.679407
0.679304, 0.897637, 0.793498, 0.679304
0.679200, 0.897585, 0.793409, 0.679200
0.679096, 0.897533, 0.793319, 0.679096
0.678992, 0.897481, 0.793229, 0.678992
0.678888, 0.897429, 0.793139, 0.678888
0.678784, 0.897377, 0.793049, 0.678784
0.678678, 0.897325, 0.792959, 0.678678
0.678572, 0.897273, 0.792868, 0.678572
0.678465, 0.897221, 0.792778, 0.678465
0.678359, 0.897169, 0.792688, 0.678359
0.678253, 0.897116, 0.792599, 0.678253
0.678148, 0.897064, 0.792509, 0.678148
0.678041, 0.897012, 0.792419, 0.678041
0.677936, 0.896960, 0.792330, 0.677936
0.677829, 0.896908, 0.792240, 0.677829
0.677722, 0.896856, 0.792151, 0.677722
0.677615, 0.896804, 0.792061, 0.677615
